gurmukhi,shahmukhi,part_of_speech
ਹਵਾ ਖਾਣੀ,ہوا کھانی,phrase
ਅਕਲ ਤੇ ਪੜਦਾ ਪੈਣਾ,عقل تے پڑدا پَینا,phrase
ਲੌਸ,,
ਰਦਕੋਈ,,
ਪਾਂਦਲ,پاندل,adjective
ਭਾਂਜਵਾਦ,بھانجواد,"noun, masculine"
ਭੜਭੂੰਜਾ,بھڑبُھونجا,"noun, masculine"
ਨਾਨੀ,نانی,"noun, feminine"
ਤੈਂਦੂਆ,تَیندوآ,"noun, masculine"
ਪੇੱਟੀ,,
ਮੂਰਖਣੀ,,
ਨਿਤਾਰ,نِتار,"noun, masculine"
ਖਿਖਆਉਣਾ,,
ਚਲੇਤੂ,,
ਜੁਸਾਗ,,
ਵੈਲ,وَیل,"noun, masculine"
ਵ੍ਰਿੱਤ,ورِتّ,"noun, masculine"
ਸੁਨਾਰਾ,,
ਆਗੋਸ਼,آگوش,"noun, feminine"
ਬ੍ਰਜ ਭਾਸ਼ਾ,برج بھاشا,"noun, feminine"
ਨਰ੍ਹਾਤਾ,نرھاتا,"noun, masculine"
ਅਸਤਬਾਜ,استباز,"noun, masculine"
ਜੀਨਸਾਜ਼,جینساز,"noun, masculine"
ਧਾੱਸਾ,,
ਸਮੂਰ,سمُور,"noun, masculine"
ਰਸਾਇਣੀਆ,,
ਸਗਾਈ,سگائی,"noun, feminine"
ਫਟਕਾ,پھٹکا,"noun, masculine"
ਮਿੱਟੀਓ ਮਿੱਟੀ,مِٹّیو مِٹّی,adjective
ਲੋਈਆ,,
ਅਣਦੇਖਿਯਾ,,
ਮੁੰਢੀਰ,,
ਪੁਚਾਉਣਾ,پُچاؤنا,"verb, transitive"
ਸ਼ਿਤਾਬੀ ਕਰਨਾ,شتابی کرنا,conjunct verb
ਪੁਜਾਲੇ,,
ਭਿਡ਼ਣਾ,,
ਛਾਇਆਵਾਦ,چھایاواد,"noun, masculine"
ਛਿੱਤਰੋ ਛਿੱਤਰੀ ਹੋ ਪੈਣਾ,چھِتّرو چھِتّری ہو پَینا,phrase
ਮਾਝੀ,ماجھی,"adjective, feminine"
ਅਯੋਗ,ایوگ,adjective
ਅਨੁਮਾਨਿਤ,انومانِت,adjective
ਬੇਹੋਸ਼ ਕਰਨਾ,بے ہوش کرنا,conjunct verb
ਓਕੜੂ,اوکڑو,adjective
ਟਿੰਡੋਂ,,
ਪਰਯੋਗਾਤਮਿਕ,پریوگاتمِک,adjective
ਨਾਹਰਾ,نعرہ,"adjective, masculine"
ਜੋਗ,جوگ,"noun, masculine"
ਵਿਖੋਧ,,
ਕਲਿਆਣਕਾਰੀ,کلیانکاری,adjective
ਮੁਦੱਪਡ਼ਾ,,
ਤੂਮਾਰ,,
ਵਹਾ,وہا,verb
ਬਿਆਜਦਾਇਕ,بیاجدائک,adjective
ਸਲਾਜੀਤ,,
ਅਭਿਆਸ,ابھیاس,"noun, masculine"
ਢੇਰ ਪਾਉਣਾ,ڈھیر پاؤنا,phrase
ਸ4ਯਦਾਣੀ,,
ਮਨ ਦੀ ਮਨ ਵਿਚ ਰਹਿਣੀ,من دی من وِچ رہنی,phrase
ਵਗਾਉਣਾ,وگاؤنا,"verb, transitive"
ਟੀਨ ਦੀ ਚਾਦਰ,ٹین دی چادر,phrase
ਵਿਚਲ਼ਨਾ,وِچلنا,"verb, intransitive"
ਚੱਡਾ,چڈّا,"noun, feminine"
ਮੀਸਣਾ,میسنا,"adjective, masculine"
ਓਧਰਲਾ,اودھرلا,"adjective, masculine"
ਬੁਨ੍ਹ,بُنھ,"adverb, dialectical usage"
ਤਾਰ ਘੱਲਣੀ,تار گھلّنی,conjunct verb
ਅਲ਼ਖ ਜਗਾਉਣੀ,الکھ جگاؤنی,phrase
ਮੈਜਿਸਟ੍ਰੇਟ,مَیجِسٹریٹ,"noun, masculine"
ਆਮ ਮੁਆਫੀ,عام مُعافی,"noun, feminine"
ਮਤਾ,متا,"noun, masculine"
ਪਿੰਡੋਲ,,
ਤਾਹ,,
ਨਗਨੀਆਂ,,
ਵਾਇਦਾ ਖਿਲਾਫ਼ੀ,وعدہ خلافی کرنا,"noun, feminine"
ਘੁਰਾੜੇਮਾਰ,گھُراڑےمار,adjective
ਰੰਗ ਰੱਤੜਾ,رنگ رتّڑا,adjective
ਬਚਣਾ,بچنا,"verb, intransitive"
ਵਾਰੀ ਜਾਣਾ,واری جانا,phrase
ਮੁਹਾਉਰਾ,,
ਸੁਥਰਾਈ,,
ਨਰਤਕੀ,نرتکی,"noun, feminine"
ਤਾਬੂਤ,تابوت,"noun, masculine"
ਪੇਸ਼ਾਬ,پیشاب,"noun, masculine"
ਅਫਰਾਉਣਾ,اپھراؤنا,"verb, transitive"
ਮਝੇਰੂ,مجھیرو,"noun, masculine"
ਦਫ਼ਾ,دفعہ,"noun, feminine"
ਮਿਸ਼ਰਿਤ,مِشرِت,adjective
ਸਕਲੌਂਪਣਾ,,
ਅੰਨ ਦਾਤਾ,انّ داتا,"noun, masculine"
ਕਿਰਿਆ ਸਾਧਣੀ,کِریا سادھنی,phrase
ਭਾਹਿ,,
ਉਨੀਹਵਾਂ,,
ਕਾਮਣੀ,کامنی,"noun, feminine"
ਤਸੱਲੀਬਖ਼ਸ਼,تسلّی بخش,adjective
ਹਾਡ਼ੀ,,
ਰਾਜ ਸੱਤਾ,راج ستّا,"noun, feminine"
ਕੁਲੱਜਾ,,
ਦੋਹਤਜੁਆਈ,,
ਘਾਹ ਫੂਸ,گھاہ پھوس,"noun, masculine"
ਗਸਰ੍ਹੋਡ਼ੀ,,
ਡਾਕੂ,ڈاکو,"noun, masculine"
ਖਤਮ ਕਰ ਦੇਣਾ,ختم کر دینا,phrase
ਕਣੱਖੀਆਂ,کنکھّیاں,"noun feminine, plural"
ਬਾਹਰੂ,,
ਸੰਦੇਸਾ,سندیسا,"noun, masculine"
ਆਓ ਭਗਤ,آؤ بھگت,"noun, feminine"
ਧੰਨਵਾਦ,دھنّواد,"noun, masculine"
ਪਰਤੱਖ ਪ੍ਰਮਾਨ,پرتکھّ پرمان,"noun, masculine"
ਅਟੇਰਣਾ,,
ਵਰਕ,ورق,"noun, masculine"
ਜੈੱਕ ਲਾਉਣਾ,جَیکّ لاؤنا,conjunct verb
ਚਿੱਤਣਾ,,
ਰਲ਼ਾਉਣਾ,رلاؤنا,"verb, transitive"
ਉੱਜਲਣਾ,,
ਫਾਲ਼ ਘੜਨੀ,پھال گھڑنی,conjunct verb
ਪ੍ਰਤਿਸ਼ਠਿਤ,پرتِشٹھِت,adjective
ਫਰਾਕੀ,,
ਬਰਾਨੀ,برانی,adjective
ਆਯਡ਼ਾ,,
ਹੱਨਾ,,
ਸਾਪੇਖਵਾਦ,ساپیکھواد,"noun, masculine"
ਕਿੱਲੋ ਗ੍ਰਾਮ,کِلّو گرام,"noun, masculine"
ਤਖਤ ਪੋਸ਼,تخت پوش,"noun, masculine"
ਚੌਮਣਾ,,
ਬਦਕਾਰੀ,بدکاری,"noun, feminine"
ਖੂੰਖਾਰ,خونخار,adjective
ਬਖਸਵਨਾ,,
ਉਸਾਰਨਾ,اُسارنا,"verb, transitive"
ਚੁਕ ਚੁਕਾ,,
ਲਿਆਉਣਾ,لیاؤنا,"verb, transitive"
ਖਲਤਾ,,
ਸੀਰਡ਼,,
ਨੇਮੀ,نیمی,"adjective, masculine"
ਵਿਹੂਣ,وِہُون,"adjective/adjective, masculine"
ਟੋਹਾ ਟਾਹੀ ਕਰਨਾ,,
ਹਲਾਲ ਕਰਨਾ,حلال کرنا,conjunct verb
ਡੌਲ਼,ڈول,"noun, feminine"
ਇਨਾਮ ਦੇਣਾ,انعام دینا,conjunct verb
ਜਾਹਡ਼,,
ਪਧਾਰਨਾ,پدھارنا,"verb, intransitive"
ਐਤਮਵਾਰ,,
ਅਰਚਨ,ارچن,"noun, masculine/noun, feminine"
ਝਾਕਾ ਆਉਣਾ,جھاکا آؤنا,conjunct verb
ਨਾਕਾ,ناکہ,"noun, masculine"
ਹੜ੍ਹ ਆਉਣਾ,ہڑھ آؤنا,conjunct verb
ਹੰਭਿਆ ਹੁਟਿਆ,ہنبھیا ہُٹیا,adjective
ਚੌੜ ਕਰਨਾ,چوڑ کرنا,phrase
ਮੈਂਅ,مَینٔ,"noun, feminine"
ਸੁੰਗੇੜਨਾ,سُنگیڑنا,"verb, transitive"
ਦੁਵੱਲਾ,دُولاّ,"noun, masculine"
ਬਗਲ,بغل,"noun, feminine"
ਬੇਮੇਲ,بے میل,adjective
ਖਰਾਸੀਆ,,
ਪਾਰ ਉਤਾਰਾ,پار اُتارا,"noun, masculine"
ਬਾਰਾਂਮਾਹਾ,بارانماہا,"noun, masculine"
ਤਲਵਾਰ,تلوار,"noun, feminine"
ਜਮਹੂਰੀਅਤ,جمہوریت,"noun, feminine"
ਕਰਵਟ,کروَٹ,"noun, feminine"
ਰੂਲਿੰਗ,رولِنگ,"noun, feminine"
ਗਾਈਂ,,
ਘੜਵੰਜੀ,گھڑونجی,"noun, feminine"
ਚੇਪੂ,,
ਬਿਹਬਲਤਾ,بِہبلتا,"noun, feminine"
ਹੁਸਡ਼ਾਉਣਾ,,
ਖੁਭਾਉਣਾ,,
ਜੰਗਲ਼ੀ ਬਤਖ਼,جنگلی بطخ,"noun, feminine"
ਵੰਡਵਾਂ,ونڈواں,"adjective, masculine"
ਝਾਂਬ,جھانب,"noun, feminine"
ਪਰਿਭਾਸ਼ਕ,پرِبھاشک,adjective
ਉਚਾਟਣਾ,,
ਤਹਿਸੀਲਦਾਰ,تحصیلدار,"noun, masculine"
ਹਬਕ,ہبک,"noun, feminine"
ਪੁਸ਼ਾਕ,پُشاک,"noun, feminine"
ਸਹਾਇਤਾ,سہائتا,"noun, feminine"
ਲਾਨ,لان,"noun, masculine"
ਪਕਨਰਾਸ,,
ਆਯੁਰਵੈਦਿਕ,آیوروَیدِک,adjective
ਨਿੱਤਰਮਾਂ,,
ਇਤਿਹਾਸਿਕ,اتہاسک,adjective
ਸਿਡ਼੍ਹੀ,,
ਰਤਾ ਭਰ,رتا بھر,adjective & adverb
ਤਕੜਾ,تکڑا,"adjective, masculine"
ਧਿਆਨ ਆਉਣਾ,دھیان آؤنا,conjunct verb
ਅਣਰੱਖ,,
ਸੀਨਾ ਜ਼ੋਰ,سینہ زور,adjective
ਸ਼ਿਲਪਕਾਰੀ,شلپکاری,"noun, feminine"
ਖਾਞਣ,کھانجن,"noun, feminine"
ਪਰਸ਼ੰਸਕ,پرشنسک,"adjective & noun, masculine"
ਪੁਰਖ ਵਾਚਕ,پُرکھ واچک,"adjective (grammar), adjective masculine"
ਧੀਮਾਪਣ,دھیماپن,"noun, masculine"
ਹੱਗਣਾ,ہگّنا,"verb, intransitive"
ਦੋਘਾਤੀ,دوگھاتی,adjective
ਪ੍ਰੋਡਕਸ਼ਨ,پروڈکشن,"noun, feminine"
ਨੱਨ੍ਹਾ,,
ਬੰਗਲਾ,بنگلا,"noun, masculine"
ਸਰੋਕਾਰ ਰੱਖਣਾ,سروکار رکّھنا,conjunct verb
ਸਿੰਮਣਾ,سِمّنا,"verb, intransitive"
ਪੀਂਘ ਝੂਟਣੀ,پینگھ جھوٹنی,conjunct verb
ਸੁਫ਼ਾ,سُفا,"noun, masculine"
ਤਿਹਾਅ,تِہاع,"noun feminine, dialectical usage"
ਓਝਾ,,
ਟਾਂ ਟਾਂ,ٹاں ٹاں,"noun, feminine"
ਵਡੇਰਾ,وڈیرا,"adjective, masculine"
ਪੁਲਾਡ਼,,
ਤਪਨ,,
ਇਜਾਰੇਦਾਰੀ,اِجاریداری,"noun, masculine"
ਮੁਖਤ,مُفت,"adjective & adverb, colloquial"
ਲਿਵਰ,لِور,"noun, masculine"
ਕਸਾਵਟ,کساوٹ,"noun, feminine"
ਜਲ ਜੀਵ,جل جیو,"noun masculine, plural"
ਡੋਕਲ਼,ڈوکل,"adjective, feminine"
ਸਾਲਣਾ,,
ਦਾਇਕ,دائک,adjective
ਯੂਨਾਨ,یونان,"noun, masculine"
ਮਜਾ,,
ਤਰੋੜਨਾ,تروڑنا,"verb, transitive"
ਖੁਰਪਾ,کھُرپا,"noun, masculine"
ਵੱਢਾ,وڈّھا,"noun, masculine"
ਮੇਦਾ,,
ਸਪਰਸਲਾਰ,,
ਖਪਾਉ,,
ਭਾਂਜ ਦੇਣੀ,بھانج دینی,phrase
ਡੈਸੀ,ڈَیسی,prefix
ਅਣਸ,,
ਰਮਾਉਣਾ,رماؤنا,"verb, transitive"
ਉਪਕਾਰ,اُپکار,"noun, masculine"
ਅੱਖਰ,اکّھر,"noun, masculine"
ਬਾਹਗਡ਼ੀ,,
ਨਮਿੱਤ,,
ਭੁੰਚਣਾ,,
ਬੈਰਖ,,
ਗਾਲ਼ ਉਲਾਂਭਾ,گال اُلانبھا,"noun, masculine"
ਮੱਤੀ,,
ਰਾਸ਼ਟਰੀਕਰਨ,راشٹریکرن,"noun, masculine"
ਟਿਮਕ,,
ਨਥੂਰ,نتھور,"noun masculine, colloquial"
ਇਕਬਾਲਨਾਮਾ,اقبال نامہ,"noun, masculine"
ਬਕਰਾ,,
ਹਹਿਮ,,
ਕੁਲੱਛਣਾ,کُلچّھنا,"adjective, masculine/adjective, feminine"
ਮਸਕਰੀ,,
ਕੱਛਾਂ ਵਿੱਚ ਹੱਸਣਾ,کچھّاں وِچّ ہسّنا,phrase
ਰਹੱਸਵਾਦੀ,رہسّوادی,"adjective & noun, masculine"
ਪਰਤਿਕਰਮ,پرتِکرم,"noun, masculine"
ਵਧੰਤ,,
ਬੇਸਕੂ,,
ਠਕਰਾਈ,ٹھکرائی,"noun, feminine"
ਹੌਸਲਾ,حوصلہ,"noun, masculine"
ਪਸਾਰਾ,پسارا,"noun, masculine"
ਸੁਰੰਗ ਵਿਛਾਉਣੀ,سُرنگ وِچھاؤنی,conjunct verb
ਪਸ,پس,"noun, feminine"
ਘੂਰੀ,گھوری,"adjective, masculine/adjective, feminine"
ਫੀਥੁਕੀ,,
ਬਜੋਗੀ,,
ਸਕੇ ਸਬੰਧੀ,سکے سبندھی,"noun masculine, plural"
ਪੰਜ ਲੜਾ,پَنج لڑا,adjective
ਸੇਸਯਾਬਾਕੀ,,
ਕੁਡ਼ਮਣੀ,,
ਭੂ ਦਾਨ,بُھو دان,"noun, masculine"
ਚੰਦਰ,,
ਨਿਆਰੀਆ,,
ਰੁਲਨਾ,,
ਕਲੱਬ,کلبّ,"noun, feminine"
ਚਬਾਈ,چبائی,"noun, feminine"
ਹੂੰਸ,,
ਹੁੱਜਤ ਕਰਨੀ,حجّت کرنی,phrase
ਨਜਾਰਾ,,
ਘਸਰ ਮਸਰ,گھسر مسر,"noun, feminine"
ਰਫ਼ੀਕ,رفیق,"noun, masculine"
ਦੁਲਾਂਘ,دُلانگھ,"noun, feminine"
ਡੌਰ ਭੌਰ,ڈور بھور,"adjective, masculine"
ਸੰਕੇਤਿਤ,سنکیتِت,adjective
ਪੀਰਡ,پیرڈ,"noun, masculine"
ਬਖੂਬੀ,بخوبی,adverb
ਵਿਆਪ,ویاپ,verb
ਹੱਥੋਪਾਈ,,
ਸਰਵਾ,سروا,"adjective, masculine"
ਹਿਆਉਂ,,
ਕਾਫਿਰ,,
ਘਮਾਰੀ,,
ਕੋਰਡ਼ਾ,,
ਨਿਸਤੇਜ,,
ਤਨਕੀਦੀ,تنقیدی,adjective
ਤੋਸਾ,توسا,"noun, masculine"
ਬਹੁਤ ਕਰਕੇ,بہُت کرکے,adverb
ਪੈਂਟ,پَینٹ,"noun, feminine"
ਭੋਟਣਾ,,
ਭੋਡਾ,,
ਛੈਣੀ,چھَینی,"noun, feminine"
ਚਿਡ਼ਮਿਡ਼ਾਉਣਾ,,
ਉਜਾਲਾ,,
ਜੀ,جی,suffix
ਚੀਨਾ,چینا,"adjective, masculine"
ਹਿਬਾ ਕਰਨਾ,ہِبہ کرنا,conjunct verb
ਗਲਪ ਕਾਰ,گلپ کار,"noun, masculine"
ਢੋਂਗੀ,,
ਲਾਟ ਸਾਹਿਬ,لاٹ صاحب,"noun, masculine"
ਤਿਰੀ,,
ਟਾਂਕਾਂ,,
ਫੋਗਰੂ,,
ਪੂਇਰੇ,,
ਵਰਤਾਉਣਾ,ورتاؤنا,"verb, transitive"
ਉੱਨੀ,اُنّی,adjective
ਚਿਆਂਕਣਾ,چیانکنا,"verb, intransitive"
ਪ੍ਰੇਮ ਕਥਾ,پریم کتھا,"noun, feminine"
ਰੋਟ,روٹ,"noun, masculine"
ਠੱਠਾ ਕਰਨਾ,ٹھٹھّا کرنا,phrase
ਹਾਮਜੇਂ,,
ਭਰਾ ਮਾਰ,بھرا مار,"noun, feminine"
ਸ਼ਾਦੀ ਤੋਂ ਨਫ਼ਰਤ ,شادی توں نفرت ,phrase
ਵਸਤੀ,وسطی,"noun feminine, dialectical usage"
ਸੰਗ ਏ ਬੁਨਿਆਦ,سنگِ  بُنیاد,"noun, masculine"
ਫਡ਼ਫਡ਼ਾਟ,,
ਸੂਈ ਦਾ ਨੱਕਾ,سوئی دا نکّا,phrase
ਫਬਾਅ,پھبائ,"noun, masculine"
ਢੋਈ,ڈھوئی,"noun, feminine"
ਗਲਪਕਾਰੀ,گلپکاری,"noun, feminine"
ਟੂਰਨਾਮੈਂਟ,ٹورنامَینٹ,"noun, masculine"
ਇੱਖ ਪੀੜਨਾ,اِکھّ پیڑنا,conjunct verb
ਭਗਤ ਵਛਲ,بھگت وچھل,adjective
ਕਿਰਪਣ,,
ਲਚਾਕਾ,,
ਧੋਣ,دھون,"noun, masculine"
ਸਾਂਸੀ,سانسی,"noun, masculine"
ਹਿਮਾਇਤੀ,حمایتی,"noun, masculine"
ਫੁਲਾਅ,پھُلأ,"noun, masculine"
ਲਿਵਲੀਨਤਾ,لِولینتا,"noun, feminine"
ਸਿਝਾਵਨ,,
ਚਿਹਣ,,
ਛੁਟਕਾਰਾ ਦਿਵਾਉਣਾ,چھُٹکارا دِواؤنا,conjunct verb
ਝੰਡਾ ਬਰਦਾਰ,جھنڈا بردار,"noun, masculine"
ਗਰੀਸ,گریس,"noun, feminine"
ਸਥਾਨੰਤਰਨ,ستھاننترن,"noun, masculine"
ਗੋਝ,گوجھ,"noun, masculine"
ਪੈਗੰਬਰ,پیغمبر,"noun, masculine"
ਭੁਗਤਾਣ,بھُگتان,"noun, masculine"
ਕੂਚੀ,کوچی,"noun, feminine"
ਓ,او,"noun, masculine"
ਦੋ,دو,adjective
ਨਸ਼ਾ ਪਾਣੀ,نشہ پانی,"noun, masculine"
ਮੁਸਲਾ,مُسلا,"noun, masculine"
ਗੁਰਮਤਿ,گُرمتِ,"noun, feminine"
ਆਰਜ਼ੂ,آرزُو,"noun, feminine"
ਰਾਹਕਾਰ,راہکار,adjective
ਤਵੀਤ,توِیت,"noun, masculine"
ਖੁਸ਼ਕ ਮਿਜ਼ਾਜੀ,خوش مزاجی,"noun, feminine"
ਗੁਣਗੁਣਾਟ,,
ਕੁਟਵਾ,کُٹوا,verb
ਸਿੱਖਿਆ ਮੰਤਰੀ,سِکّھیا منتری,"noun, masculine"
ਆਂਢਾ ਸਾਂਢਾ,آنڈھا سانڈھا,"noun, masculine"
ਤਿਹਾਕ,تِہاک,"noun, masculine"
ਹਿਚਕਣਾ,ہِچکنا,"verb, intransitive"
ਖੰਭ ਦੀ ਡਾਰ ਬਣਾਉਣੀ,کھنبھ دی ڈار بناؤنی,phrase
ਲੂਤ,لوت,"noun, feminine"
અણગીણતી,,
ਹੁਨਰੀ,ہُنری,adjective
ਖਫਤੀ,,
ਓਥੋਂ,اوتھوں,adverb
ਰੇਹ,ریہ,"noun, feminine"
ਖੌਹਰਾ,کھوہرا,"adjective, masculine"
ਛੋਟਾਪਣ,چھوٹاپن,"noun, masculine"
ਤਮਾਸਾ,,
ਮੌਹਰਾ,موہرا,"noun, masculine"
ਕੌੜ,کَوڑ,"noun, feminine"
ਪਰੇਰੇ,,
ਘੁਟਾਰ,,
ਭਾਲ਼ਨਾ,بھالنا,"verb, transitive"
ਪੇਕਾ,پیکا,"noun, masculine"
ਊਜ ਲਾਉਣੀ,اُوج لاؤنی,phrase
ਢਾਣਸ,ڈھانس,"noun, masculine"
ਖਾਨਦਾਨੀ,خاندانی,adjective
ਚਿਕ,,
ਕਹਾਉਣਾ,کہاؤنا,"verb, transitive"
ਤੱਸੂ,,
ਖੇਸੀ,کھیسی,"noun, feminine"
ਦੁਕਾਨਦਾਰ,دوکاندار,"noun, masculine"
ਗੁਬਾਰ ਛਾ ਜਾਣਾ,غُبار چھا جانا,conjunct verb
ਰਿੜਕ,رِڑک,verb
ਚੌਮਾਹਾਂ,,
ਪੂਰਤੀ,پُورتی,"noun, feminine"
ਵਿਨਾਸ਼,وِناش,"noun, masculine"
ਘੋੜ,گھوڑ,prefix
ਟਰਟਰ ਕਰਨ ਵਾਲ਼ਾ,ٹرٹر کرن والا,"adjective, masculine"
ਰੇਗਿਸਤਾਨ,ریگِستان,"noun, masculine"
ਟੁੱਭੀ,ٹُبھّی,"noun, feminine"
ਅਲਝਾਉਣਾ,,
ਦਲਿੱਦਰ,دلِدّر,"noun, masculine"
ਗੁਰਗਲਾ,,
ਜੁਜ,جُز,"noun, masculine"
ਫੰਨੇ ਖਾਂ,پھنّے خاں,"noun, masculine"
ਮਾਈਆਂ,مائیاں,"noun feminine, plural"
ਕਿਲੋਲ,,
ਸੰਗੋਚ,,
ਖੰਢਰ,,
ਉਤਕੰਠਾ,اُتکنٹھا,"noun, feminine"
ਭੁਲੱਣਾ,,
ਹੰਢਣਸਾਰ,ہنڈھنسار,adjective
ਰੋਲ ਕਾਲ,رول کال,"noun, feminine"
ਡਿੱਗੀ,ڈِگّی,"noun, feminine"
ਮੋਈ,موئی,"adjective, masculine/ adjective, feminine"
ਵਿਚਾਲੇ,,
ਗਰਦਾਵਰ,گرداور,"noun, masculine"
ਸੱਕਰ,سکّر,"noun, feminine"
ਕਸੌਟੀ,کسَوٹی,"noun, feminine"
ਸਤਾਨਮਾਂ,,
ਨਾਉਂ,ناؤں,"noun, masculine"
ਭੁਜ ਬਲ,بھُج بل,"noun, masculine"
ਮਹਿਮਾਨਨਿਵਾਜ਼,مہمان مہمان نواز,"noun, feminine"
ਪ੍ਰਭਾ,پربھا,"noun, feminine"
ਜਾਰਜਟ,جارجٹ,"noun, masculine"
ਪਿਸ਼ਾਬ ਦੀ ਨਾਲ਼ੀ,پیشاب دی نالی,phrase
ਪਿਤਰੇਰ,پِتریر,"noun, masculine/feminine"
ਤਮਾ,,
ਸਮਾਜਿਕ ਢਾਂਚਾ,سماجک ڈھانچہ,"noun, masculine/noun, feminine"
ਬੁਝਾਰਤ,بُجھارت,"noun, feminine"
ਪਰਸੋਂ,پرسوں,"adverb & noun, masculine"
ਸਪੱਤ੍,,
ਮੀਂਧੀ,,
ਭੱਸੀ,,
ਨੌਕੁਰ,,
ਅਸਮਰਥ,اسمرتھ,adjective
ਕੰਨ੍ਹਾ ਡਾਹੁਣਾ,کنّھا ڈاہُنا,phrase
ਜਦਾਂ,,
ਧਰਮ ਨਿਰਪੇਖਤਾ,دھرم نِرپیکھتا,"noun, feminine"
ਨਾਂ ਨਾ ਲੈਣਾ,ناں نہ لَینا,phrase
ਛੱਲੇਕੋਠੀ,,
ਜਮੂਰ,جمور,"noun, masculine"
ਨਿਰਪੇਖ ਮੁੱਲ,نِرپیکھ مُلّ,"noun, masculine"
ਮਲ੍ਹਮ ਪੱਟੀ,ملھم پٹّی,"noun, feminine"
ਅਵਰੋਧਕ,اوَرودھک,adjective
ਲਲਕ,,
ਮਸੂਮ,معصوم,adjective
ਮਿਆਰੀ,معیاری,adjective
ਕਰਜ਼ਦਾਰੀ,قرضداری,"noun, feminine"
ਬਖਸਿੰਦ,,
ਹੁਣ ਤੀਕ,ہُن تِیک,adverb
ਪ੍ਰਵ੍ਰਿਤੀ,پرورِتی,"noun, feminine"
ਆਪਸੀ,آپسی,adjective
ਪਰਛਾਵਾਂ ਢਲ਼ਨਾ,پرچھاواں ڈھلنا,conjunct verb
ਭਿਲਾਵਾ,,
ਪਵੱਨੇ,,
ਉਬਾਲ,,
ਵਿਫਤਾ,,
ਯਾਦਗਾਰੀ,یادگاری,adjective
ਅਭਖ,ابھکھ,adjective
ਫਰਾਂਸੀਸੀ,فرانسیسی,adjective
ਅਤਰੇਓਂ,,
ਸੋਚੀਂ ਪੈਣਾ,سوچیں پَینا,phrase
ਖੁਰਚ,کھُرچ,verb
ਜਮਪਲ਼,جمپل,adjective
ਤ੍ਰੱਟੀ ਚੌੜ,ترٹّی چوڑ,"noun, feminine"
ਸ਼ੇਡ,شیڈ,"noun, masculine"
ਲਹਿਰਾ,لہرا,"noun, masculine"
ਈਸਾ,عیسیٰ,"noun, masculine"
ਧੱਕਾ ਦੇਣਾ,دھکّا دینا,conjunct verb
ਰੂੜ੍ਹ,روڑھ,adjective
ਵਧਾਉਣਾ,ودھاؤنا,"verb, transitive"
ਮਿਟਿਆਲਾ,مِٹیالا,"adjective, masculine"
ਮੌਜ ਉਡਾਉਣੀ,موج اُڈاؤنی,conjunct verb
ਜਹੰਨਮ ਰਸੀਦ,جہنّم رسِید,adjective
ਮੁਕਵਾਉਣਾ,مُکواؤنا,"verb, transitive"
ਬੁਸੱਨਾ,,
ਨਿਆਂਹੀਣਤਾ,نیانہینتا,"noun, feminine"
ਮਸੀਹਾ,مسیحا,"noun, masculine"
ਦੰਦ ਸੰਬੰਧੀ,دند سنبندھی,adjective
ਬਖੱ,,
ਛਬਾੱ,,
ਅਬਲਾ,اَبلا,"adjective, feminine"
ਟੱਲੀ,ٹلّی,"noun, masculine/noun feminine, dialectical usage"
ਲਟਾਇਣ,,
ਫਾਂਧੀ,پھاندھی,"noun, masculine"
ਵਿਸਮ,وِسم,verb
ਲੱਮੇਰੀਓ,,
ਕੰਡਿਆਲ਼ਾ,کنڈیالا,"adjective, masculine"
ਪਰੇਰਿਤ,پریرِت,adjective
ਦਗਾਂ,,
ਭਗਵੰਤੀ,بھگونتی,"noun, feminine"
ਪਿਛਲਪੈਰੀ,پِچھلپَیری,adverb
ਹੱਣ੍ਹ,,
ਚੁਤਹੀ,چُتہی,"noun, feminine"
ਮੰਗ,منگ,"noun, feminine"
ਦੋਦਰੂ,,
ਸੇਉ,سیؤ,"noun, masculine"
ਲਾਪਤਾ,لاپتا,adjective
ਚਿਡ਼,,
ਪ੍ਰੋਟੀਨ,پروٹین,"noun, masculine"
ਦਿਡ਼੍ਹਕ,,
ਟੋਸਟਰ,ٹوسٹر,"noun, masculine"
ਅੰਧਲਾ,,
ਤਰਿਕੁਟੀ,ترِکُٹی,"noun, feminine"
ਬਿਓਰੇਵਾਰ,بِیورےوار,adjective & adverb
ਹਵਾਸ,حواس,"noun, masculine, plural"
ਬਕੱਲੀਯਾਂ,,
ਚਕੋਟਾ,,
ਭੁਣਾਈ,,
ਚਿਣਵਾਈ,چِنوائی,"noun, feminine"
ਦੰਗਾ,دنگا,"noun, masculine"
ਮੈਂਬਰ,میمبر,"noun, masculine"
ਲਟਕਣਾ,لٹکنا,"verb, intransitive"
ਸਧੂਕੜੀ,سدُھوکڑی,"noun, feminine"
ਕੁੱਕਰਾ,کُکّرا,"noun masculine, usually"
ਮੁਤਾਜਗੀ,,
ਨਿਬਾਹੁਣਾ,,
ਜਾਇਜਾ,جائزہ,"noun, masculine"
ਠੋਕ ਠੁਕਾਈ,ٹھوک ٹھُکائی,"noun, feminine"
ਨੌ ਬਰ ਨੌ,نَوں بر نَوں,adjective
ਭੱਦਰ ਪੁਰਸ਼,بھدّر پُرش,"noun, masculine"
ਤੰਗ ਦਸਤੀ,تنگ دستی,"noun, feminine"
